"Name","Year","origin"
"ellen braumller hassauer",1932,"German"
"ingeborg inge braumller betz machts",1928,"German"
"johannes hanns braun",1908,"German"
"wilhelm braun",1928,"German"
"alfred braunschweiger",1904,"German"
"julius emil jrgen brecht",1960,"German"
"alfons maria franz brehm",1908,"German"
"arno breker",1928,"German"
"jakob brendel",1932,"German"
"willi brendel",1960,"German"
"gnther brennecke",1952,"German"
"horst otto brennecke",1964,"German"
"kurt bretting",1912,"German"
"max breunig",1912,"German"
"andreas wilhelm breynck",1908,"German"
"friedrich fritz briel",1956,"German"
"wilhelm willi brinkmann",1936,"German"
"bernhard britting",1964,"German"
"ella gertrud auguste ellen brockhft rehra henseler",1928,"German"
"max bromme",1928,"German"
"almuth almut brmmel",1956,"German"
"wilhelm brlle",1912,"German"
"georg brunner",1928,"German"
"ursula ursel brunner wirth",1960,"German"
"martin brustmann",1906,"German"
"anton johann toni brutscher",1952,"German"
"fritz buchloh",1936,"German"
"joachim jochen bchner",1928,"German"
"annemarie mirl buchner fischer",1952,"German"
"christian bchting",1960,"German"
"johannes erwin buder",1912,"German"
"ernst budig",1928,"German"
"hugo budinger",1952,"German"
"hermann buhl",1960,"German"
"karl buhl",1964,"German"
"herbert buhtz",1932,"German"
"heinz bker",1964,"German"
"paul wilhelm brck",1936,"German"
"erna brger",1936,"German"
"heinrich burger",1908,"German"
"karl burger",1912,"German"
"felix brkner",1912,"German"
"hermann heinrich burkowitz",1912,"German"
"christian busch",1904,"German"
"gundola gundi busch johansson",1952,"German"
"margarete margret buscher",1964,"German"
"wilhelm willi bsing",1952,"German"
"werner busse",1960,"German"
"erich bttner",1928,"German"
"helmut cmmerer",1936,"German"
"erich campe",1932,"German"
"rolf caroli",1960,"German"
"erwin casmir",1928,"German"
"gustav casmir",1904,"German"
"norman casmir",1952,"German"
"theodor theo champion",1928,"German"
"gerd cintl",1960,"German"
"lothar claesges",1964,"German"
"maximilien max clarenbach",1928,"German"
"hans claussen",1952,"German"
"urban cleve",1952,"German"
"otto cordes",1928,"German"
"richard corts",1928,"German"
"dorothea maria dora cortymnkemeyer",1936,"German"
"christel franziska antonia christl cranz borchers",1936,"German"
"heinzrudolf rudi cranz",1936,"German"
"bernhard cuiper",1936,"German"
"bernd cullmann",1960,"German"
"erich cuntz",1936,"German"
"rita czechblasel",1956,"German"
"adolf max fritz dahle",1936,"German"
"horst dahmlos",1964,"German"
"karlheinz danielowski",1964,"German"
"erich dannenberg",1906,"German"
"friedrich fritz danner",1900,"German"
"rudolf dannhauer",1960,"German"
"renate dannhauerborges",1960,"German"
"ottomar fritz max danz",1932,"German"
"georg dascher",1936,"German"
"friedl duber",1936,"German"
"elard dauelsberg",1908,"German"
"gerda daumerlang richthammer",1936,"German"
"adolf karl oskar davids",1912,"German"
"paul de bruyn",1932,"German"
"charles pierre frdy de coubertin",1912,"German"
"ernesto de fiori",1928,"German"
"heinrich de fries",1928,"German"
"werner delmes",1956,"German"
"ernst friedrich georg max deloch",1912,"German"
"walter demel",1964,"German"
"franz dengg",1952,"German"
"georg heinrich august dern",1936,"German"
"wolfgang dessecker",1936,"German"
"christian jacob deubler",1904,"German"
"eugen deutsch",1936,"German"
"adalbert dickhut",1952,"German"
"franz diederichsen",1908,"German"
"gundula diel",1964,"German"
"rainer dietel",1960,"German"
"wilfried dietrich",1956,"German"
"jrgen dietze",1960,"German"
"herbert gerhard dill",1936,"German"
"otto carl wilhelm dill",1928,"German"
"heinz ditgens",1936,"German"
"werner dittrich",1960,"German"
"rudolf rudi dobermann",1928,"German"
"karl dodrimont",1964,"German"
"kurt wilhelm doerry",1896,"German"
"gnter kurt werner dohrow",1952,"German"
"hansjrgen dollheiser",1952,"German"
"hugo dollheiser",1952,"German"
"maria marie dollinger hendrix",1928,"German"
"hans wilhelm karl gustav domizlaff",1936,"German"
"alfred dompert",1936,"German"
"ursula ulla donath jurewitz brehme",1960,"German"
"ilse drffeldt",1936,"German"
"alfred dring",1964,"German"
"hans dormbach",1928,"German"
"alfons dorner",1964,"German"
"rainer drner",1964,"German"
"wilhelm willy drr",1906,"German"
"kurt dossin",1936,"German"
"philipp dotzer",1952,"German"
"gerhart drabsch",1928,"German"
"ralf drecoll",1964,"German"
"georg anton florian drescher",1900,"German"
"waltraud wally dressel stolberg",1912,"German"
"egon drews",1952,"German"
"karl drse",1936,"German"
"franz dbbers",1928,"German"
"helga rosa maria dudzinski",1952,"German"
"francis johann wilhelm franz duhne",1900,"German"
"karl duill",1900,"German"
"robert dennis duis hamer",1936,"German"
"andreas dumrauf",1912,"German"
"john vinzenz andrew de villiers vincent duncker",1906,"German"
"lydia eberhardt",1936,"German"
"georg eberl",1960,"German"
"hans eberle",1952,"German"
"martin eberle",1964,"German"
"wolrad eberle",1932,"German"
"burkhard ebert",1964,"German"
"carl a ebert",1908,"German"
"joseph hubertus hubert ebner",1932,"German"
"doris eckert runzheimer",1936,"German"
"bernhard eckstein",1960,"German"
"johannes hans eckstein",1932,"German"
"rudolf eckstein",1936,"German"
"kasimir eduard edschmid schmid",1928,"German"
"horst effertz",1960,"German"
"markus ulrich egen",1952,"German"
"hubert egger",1952,"German"
"ernst eggerbauer",1960,"German"
"wilhelm egginger",1936,"German"
"werner joseph egk mayer",1936,"German"
"carl egler",1928,"German"
"wilhelm ehmer",1936,"German"
"august ehrich",1908,"German"
"wolfgang ehrl",1932,"German"
"dieter walter ehrlich",1964,"German"
"kurt ehrmann",1952,"German"
"nne ehscheidt",1936,"German"
"heinrich heinz eichholz",1952,"German"
"willi eichhorn",1936,"German"
"hans eicke",1908,"German"
"konrad kurt einsiedel",1928,"German"
"julius eisenecker",1936,"German"
"heidi eisenschmidt zimmermann",1960,"German"
"anton toni eisgruber",1936,"German"
"franz elbern",1936,"German"
"hans eller",1932,"German"
"rolf ellerbrock",1952,"German"
"eberhard ferdinand encke",1928,"German"
"wolfgang end",1960,"German"
"ortrun enderlein zphel",1964,"German"
"artur endre",1956,"German"
"karl endres",1936,"German"
"hermann engelhard",1928,"German"
"julius ussy engelhard",1932,"German"
"dieter engelhardt",1952,"German"
"dieter engelhardt",1964,"German"
"walter otto engelmann",1912,"German"
"konrad enke",1960,"German"
"fritz enskat",1960,"German"
"karl enzler",1952,"German"
"josef pepi erben",1952,"German"
"heinz erbster",1964,"German"
"jakob erckrath de bary",1906,"German"
"irene reni erkens kppers",1928,"German"
"jrgen eschert",1964,"German"
"hans esser",1936,"German"
"leo esser",1932,"German"
"roswitha esser",1964,"German"
"arthur essing",1928,"German"
"hanshermann evers",1952,"German"
"edmund fabry",1936,"German"
"otto fahr",1912,"German"
"johann hans fahsl",1964,"German"
"dietrich dieter fnger",1960,"German"
"burgl frbinger leo",1964,"German"
"willy fascher",1952,"German"
"jules w fehr",1908,"German"
"norbert fehr",1964,"German"
"maximilian max feldbauer",1928,"German"
"christel felgner wunder",1964,"German"
"gerhard feller",1964,"German"
"elke felten",1964,"German"
"eberhard ferstl",1956,"German"
"walter franz georg feyerabend",1928,"German"
"roderich fick",1936,"German"
"erika fisch claus",1956,"German"
"helmut paul wilhelm fischer",1936,"German"
"paul fischer",1908,"German"
"theodor fischer",1928,"German"
"wolfgang fischer",1960,"German"
"manfred fitze",1956,"German"
"alfred flatow",1896,"German"
"gustav felix flatow",1896,"German"
"gnter flauger",1960,"German"
"else flebbe",1928,"German"
"emil flecken",1936,"German"
"othilie tilly fleischer heuser grote",1932,"German"
"egon fleischmann",1960,"German"
"walter flinsch",1928,"German"
"horst franz flosbach",1960,"German"
"curt heinz foerstendorf",1928,"German"
"jean jnos fldeak",1932,"German"
"friedrich fritz frderer",1912,"German"
"ingrid fst michaelis lehmann",1960,"German"
"heinz franke",1960,"German"
"otto franke",1906,"German"
"paul franke",1928,"German"
"erwin franzkowiak",1928,"German"
"otto frdorf",1964,"German"
"johann hans heinrich freese",1936,"German"
"karlheinz freiberger",1964,"German"
"carlfriedrich freiherr von langenparow",1928,"German"
"roland freihoff",1952,"German"
"werner freitag",1964,"German"
"henning frenzel",1964,"German"
"julius frey",1900,"German"
"konrad frey",1936,"German"
"friedrich wilhelm werner freyberg",1928,"German"
"sigismund freyer",1912,"German"
"heinrich heinz freyschmidt",1908,"German"
"karlheinz friedrich",1960,"German"
"elmar frings",1964,"German"
"hans fritsch",1936,"German"
"otto froitzheim",1908,"German"
"isolde frlian",1936,"German"
"fritz fromm",1936,"German"
"erich fuchs",1952,"German"
"gottfried erik fuchs",1912,"German"
"wilhelm willi fuggerer",1964,"German"
"brbel fuhrmann von fircks",1960,"German"
"ingeborg inge fuhrmann rohnstein",1956,"German"
"karlheinz fuhrmann",1964,"German"
"siegfried flle",1960,"German"
"philipp frst",1960,"German"
"eugen w eugene frstenberger",1900,"German"
"gerhard fmann",1952,"German"
"heinrichludwig heinz ftterer",1956,"German"
"ernst gaber",1928,"German"
"fritz gaiser",1936,"German"
"carl galle",1896,"German"
"mauricio luis juan galvao",1908,"German"
"raulino perreira galvao",1908,"German"
"herbert garbe",1932,"German"
"johann garreis",1964,"German"
"emil paul ernst gaste",1928,"German"
"kreszentia zenta gastlkopp",1956,"German"
"josef jupp gauchel",1936,"German"
"fritz august gazzera",1928,"German"
"paul gebauer",1900,"German"
"max gebhardt",1936,"German"
"wilhelm adolph ernst geerling",1932,"German"
"gnther gehmert",1936,"German"
"georg gehring",1928,"German"
"johanna hanni gehring steinmller",1952,"German"
"hermann karl geibel",1936,"German"
"rolf geiger",1956,"German"
"ilse geisler vorspach",1964,"German"
"manfred geisler",1964,"German"
"hansgnter geister",1952,"German"
"eugen geiwitz",1936,"German"
"georg hermann gelbke",1928,"German"
"martha ludowika genenger engfeld",1936,"German"
"david richard genserowski",1900,"German"
"harald genzmer",1936,"German"
"werner george",1936,"German"
"klaus gerbig",1960,"German"
"willi gerdau",1956,"German"
"alfred fredy gerdes",1936,"German"
"friedrich august martin gerdes",1936,"German"
"friedrich wilhelm gerhard",1936,"German"
"anneliese gerhards jansen",1960,"German"
"paul gerhardt",1928,"German"
"ernst gerlach",1932,"German"
"manfred germar",1956,"German"
"timothus tim gerresheim",1960,"German"
"georg gerstacker",1912,"German"
"max wilhelm friedrich geuter",1964,"German"
"fritz geyer",1952,"German"
"dieter gieseler",1960,"German"
"horst gieseler",1964,"German"
"kurt manfred gieseler",1956,"German"
"erwin gillmeister",1936,"German"
"klaus glahn",1964,"German"
"gerhard gla",1956,"German"
"harry gla",1956,"German"
"walter gla",1928,"German"
"josef glaser",1912,"German"
"hannelore glaserfranke",1952,"German"
"antje gleichfeld braasch",1960,"German"
"karl erich gleixner",1952,"German"
"peter glemser",1964,"German"
"franz theodor arno glockauer",1912,"German"
"hermann oskar gloeckler",1928,"German"
"paul karl rudolf gnaier",1960,"German"
"barbara gbel ballerstedt",1960,"German"
"gustav gocke",1952,"German"
"wolfgang gdicke",1960,"German"
"anton gdrich",1896,"German"
"wolfgang goedecke",1928,"German"
"alfred goeldelbronikoven",1912,"German"
"horst goeldelbronikoven",1912,"German"
"christa ghler herklotz",1960,"German"
"fritz ghring",1932,"German"
"emil ging",1936,"German"
"ludwig goldbrunner",1936,"German"
"heinrich gollwitzer",1960,"German"
"karl golzo",1928,"German"
"edgar gorgas",1952,"German"
"inge grmer",1960,"German"
"peter gorny",1964,"German"
"ernst moritz gorsemann",1928,"German"
"albert grtz",1956,"German"
"paul gottron",1900,"German"
"bruno gtze",1906,"German"
"max gtze",1906,"German"
"otto gtze",1908,"German"
"johanna hanna grages beth zuschneid",1952,"German"
"rudolf rudi gramlich",1936,"German"
"kthe grasegger deuschl",1936,"German"
"horstgnter gregor",1964,"German"
"klaus greinert",1960,"German"
"bernhard greulich",1936,"German"
"manfred klaus walter grieser",1960,"German"
"brbel grimmer",1964,"German"
"hans grodotzki",1960,"German"
"klaus grogorenz",1960,"German"
"peter grning",1960,"German"
"walter adolf georg gropius",1932,"German"
"karl gro",1912,"German"
"otto gross",1912,"German"
"george georg ehrenfried grosz gro",1928,"German"
"wilfried grube",1952,"German"
"wilhelm grundmann",1908,"German"
"martina grunert koch abresch",1964,"German"
"paul gruson",1932,"German"
"helmut gude",1952,"German"
"georg guggemos",1952,"German"
"ingrid gulbinengelkrmer",1960,"German"
"josef gumpold",1936,"German"
"paul gunia",1908,"German"
"fritz itze gunst",1928,"German"
"johann wilhelm paul gnther",1912,"German"
"bruno guse",1960,"German"
"gerhard gustmann",1936,"German"
"egon gutmann",1936,"German"
"wilhelm guttmann",1932,"German"
"bruno guttowski",1956,"German"
"tilo gutzeit",1956,"German"
"theodor theo haag",1928,"German"
"ferdinand haas",1964,"German"
"karlfriedrich haas",1952,"German"
"gnther haase",1952,"German"
"helga haase obschernitzki",1960,"German"
"hertha haase",1956,"German"
"werner haase",1960,"German"
"ernstgnter habig",1956,"German"
"anna hagemann kloo",1936,"German"
"erich walter hagen",1956,"German"
"heinrich hagen",1964,"German"
"helmut hagg",1956,"German"
"hermann hahn",1928,"German"
"karl paul hahn",1932,"German"
"karl hhnel",1932,"German"
"max otto hainle",1900,"German"
"hans ignaz halberstadt",1928,"German"
"ruth halbsguth hoffmann",1936,"German"
"helmut hamann",1936,"German"
"werner hans fritz hamel",1936,"German"
"hermann hnchen",1928,"German"
"karl hermann gotthard handrick",1936,"German"
"walter peter handschuhmacher",1928,"German"
"erich hanisch",1936,"German"
"arthur hannemann",1960,"German"
"hansjoachim hannemann",1936,"German"
"reiner hanschke",1964,"German"
"hermann hannes hansen",1936,"German"
"ursula happe krey",1952,"German"
"franz happernagl",1952,"German"
"rudolf waldemar rudi harbig",1936,"German"
"adolf harder",1952,"German"
"hugo james hardy jr",1904,"German"
"alois harrer",1952,"German"
"dieter hartmann",1964,"German"
"ingrid hartmann",1960,"German"
"kurt hartung",1956,"German"
"armin hary",1960,"German"
"hedwig wilhelmine ha",1936,"German"
"franz haslberger",1936,"German"
"kurt hasse",1936,"German"
"heinz hasselberg",1936,"German"
"jean hauptmanns",1912,"German"
"heinz hauser",1952,"German"
"josef hauser",1936,"German"
"hans heinrich haumann",1928,"German"
"sonnhilde hausschildkallus",1956,"German"
"gnter havenstein",1960,"German"
"kurt karl haverbeck",1928,"German"
"heinrich bernhard friedrich alexander georg hax",1900,"German"
"heinrichgeorg heinz hax",1928,"German"
"dietrich eberhard dieter hecke",1964,"German"
"bruno heckel",1912,"German"
"erich heckel",1928,"German"
"friedrich heinrich franz heckendorf",1928,"German"
"hermann hans heibel",1936,"German"
"gnther heidemann",1952,"German"
"hanswolfgang heidland",1932,"German"
"august heim",1928,"German"
"wolfgang heimlich",1936,"German"
"karl hein",1936,"German"
"arthur heina",1936,"German"
"gnter heine",1952,"German"
"judith jutta heine",1960,"German"
"josef heinen",1952,"German"
"helmut heinhold",1952,"German"
"erika heinicke pflger",1964,"German"
"alfred heinrich",1932,"German"
"herbert heinrich",1928,"German"
"hansjrgen heinsch",1964,"German"
"friedrich max fritz heinsheimer",1928,"German"
"martin heinze",1960,"German"
"susanne suse heinze von hartungen",1936,"German"
"hermann hei",1932,"German"
"august heitmann",1928,"German"
"kurt helbig",1928,"German"
"joachim hellgrewe",1932,"German"
"margitta helmboldgummel",1964,"German"
"paul hempel",1928,"German"
"walter hempel",1912,"German"
"brunhilde hendrix ramsauer",1960,"German"
"friedrich walter fritz hendrix",1932,"German"
"victor hendrix",1960,"German"
"barbaramaria barbi henneberger",1960,"German"
"egon henninger",1960,"German"
"karl heinz henrichs",1964,"German"
"alfred hensel",1928,"German"
"erna herbers westhelle",1952,"German"
"johannes friedrich herbert",1936,"German"
"hermann gustav herbold",1928,"German"
"jacob charles hergenhahn",1904,"German"
"sebastian hering",1936,"German"
"rolf herings",1964,"German"
"erich otto friedrich herker",1932,"German"
"cassius hermes",1906,"German"
"gertrud herrbruck bergoint",1952,"German"
"erich herrmann",1936,"German"
"max herrmann",1912,"German"
"siegfried herrmann",1956,"German"
"bernd herzig",1964,"German"
"claus gert he",1956,"German"
"gnter heelmann",1952,"German"
"alfred arno hesse",1908,"German"
"gerhard hetz",1960,"German"
"margarete grete heublein",1928,"German"
"luis maria heyden",1912,"German"
"aribert joachim leonard heymann",1928,"German"
"wilhelm willi heyn",1936,"German"
"friedrich wilhelm hidding",1952,"German"
"alfred hierl",1936,"German"
"angelika hilbert",1964,"German"
"gerhard hilbrecht",1936,"German"
"hansgnther harry hilker",1956,"German"
"achim hill",1960,"German"
"georg otto hilmar",1896,"German"
"ludwig hinterstocker",1952,"German"
"kurt hinze",1960,"German"
"manfred hinze",1960,"German"
"josef sepp hipp",1952,"German"
"kurt hipper",1956,"German"
"julius hirsch",1912,"German"
"wilhelm fritz hirsch",1936,"German"
"emil hirschfeld",1928,"German"
"egbert hirschfelder",1964,"German"
"herbert hobein",1928,"German"
"michael anton hobelsberger",1960,"German"
"horst hoeck",1928,"German"
"hermann hfer",1956,"German"
"paul hffer",1936,"German"
"alfred hoffmann",1952,"German"
"arran karl hoffmann",1936,"German"
"arthur ernst hoffmann",1908,"German"
"dieter hoffmann",1964,"German"
"georg hoffmann",1904,"German"
"gnter hoffmann",1964,"German"
"hans heiner hoffmann",1936,"German"
"heinrich hoffmann",1912,"German"
"helga hoffmann bhler",1956,"German"
"karl hoffmann",1928,"German"
"karl hoffmann",1956,"German"
"karl hoffmann",1928,"German"
"kurt georg hoffmann",1912,"German"
"rudolf rudi hoffmann",1956,"German"
"wilfriede hoffmann tews",1960,"German"
"wilhelm willi hoffmann",1928,"German"
"johannes hans hoffmeister",1960,"German"
"heinrich bernhard karl hans hoffmeister",1928,"German"
"erwin otto hoffsttter",1928,"German"
"helene magdalena leni hofknecht mader",1952,"German"
"herbert hfl",1964,"German"
"fritz hofmann",1896,"German"
"ludwig hofmann",1928,"German"
"ludwig von hofmann",1928,"German"
"richard hofmann",1928,"German"
"wolfgang hofmann",1964,"German"
"xaver hger",1960,"German"
"paul hogh",1964,"German"
"johann heinrich hhl",1936,"German"
"helmi hhle reingruber",1960,"German"
"hans hohloch",1928,"German"
"ludwig fritz karl emil heinrich hohlwein",1932,"German"
"karl hohmann",1936,"German"
"christoph hhne",1964,"German"
"hubert hhne",1964,"German"
"engelbert holderied",1952,"German"
"anna ella amalie anni holdmann wierth",1928,"German"
"willi holdorf",1964,"German"
"georg holke",1928,"German"
"veronika holletz",1964,"German"
"friedrich ernst hollstein",1912,"German"
"hermann ernst wilhelm hlter",1928,"German"
"wilhelm hlter",1932,"German"
"georg hltig",1952,"German"
"wolfdieter holtz",1964,"German"
"christian moritz holzenberg",1936,"German"
"johanna hanni hlzner",1936,"German"
"manfred homberg",1960,"German"
"gerhard hnicke",1960,"German"
"jrgen honig",1960,"German"
"otto hooff",1904,"German"
"eduard kaspar hopf",1928,"German"
"karlheinz hopp",1960,"German"
"ernst heinrich hoppenberg",1900,"German"
"georg friedrich hrger",1928,"German"
"xaver hrmann",1936,"German"
"friedrich fritz horn",1928,"German"
"willi horn",1936,"German"
"josef hornauer",1928,"German"
"gerhard gerd hornberger",1936,"German"
"kurt hornfischer",1936,"German"
"erich hotopf",1936,"German"
"wolfgang hottenrott",1964,"German"
"hubert houben",1928,"German"
"hanns thaddus hoyer",1928,"German"
"erwin huber",1928,"German"
"johannes hans huber",1956,"German"
"hans huber",1964,"German"
"robert huber",1928,"German"
"anna annie hbler horn",1908,"German"
"ulrich hbner",1932,"German"
"johanna hbnerlttge langer",1956,"German"
"karl wilhelm ferdinand hbotter",1932,"German"
"harald huffmann",1936,"German"
"siegfried hug",1960,"German"
"fritz huhn",1928,"German"
"theodor hllinghoff",1932,"German"
"johannes ernst hans hneke",1960,"German"
"heike hustedenagel",1964,"German"
"friederike friedl iby kopp",1936,"German"
"ernst ihbe",1936,"German"
"karlheinz george ludwig kurt irmer",1928,"German"
"kurt harald isenstein",1928,"German"
"rudolf ismayr",1932,"German"
"friedrich johann baptist fritz jack",1908,"German"
"heilwig jacob winkler",1964,"German"
"gisela jacobarendt",1936,"German"
"lothar jacobi",1964,"German"
"uwe jacobsen",1960,"German"
"willy jaeckel",1928,"German"
"gustav jaenecke",1928,"German"
"adolf friedrich heinrich jger",1912,"German"
"herbert jger",1952,"German"
"wilhelm hans willie jahn",1912,"German"
"hans jakob",1936,"German"
"angelo jank",1936,"German"
"friedrich janke",1956,"German"
"karl jansen",1936,"German"
"katharine kati jansen",1952,"German"
"ulrich ulli jansen",1956,"German"
"helmut werner janz",1960,"German"
"kurt jarasinski",1964,"German"
"olga jenschjordan",1932,"German"
"albert wilhelm walther jesinghaus",1912,"German"
"erich joch",1936,"German"
"gnther jochems",1956,"German"
"franz johannsen",1952,"German"
"hinrich john",1964,"German"
"anton joksch",1928,"German"
"karl arthur jonath",1932,"German"
"karl hermann christian jordan",1912,"German"
"hansgeorg jrger",1936,"German"
"heinz junga",1964,"German"
"friedrich fritz jungblut",1928,"German"
"helene leni junker thymm",1928,"German"
"renate junker potgieter",1960,"German"
"oswald junkes",1952,"German"
"georg jrg jttner",1964,"German"
"horst kadner",1960,"German"
"helmut kahl",1928,"German"
"wilhelm willi kaidel",1936,"German"
"johannes jo kaiser",1960,"German"
"wilhelm gustav willi kaiser",1936,"German"
"hans kalb",1928,"German"
"jrgen kalfelder",1964,"German"
"carl kaltenbach",1906,"German"
"alfred fred kmmerer",1956,"German"
"hans kmmerer",1960,"German"
"anneliese kapp",1936,"German"
"dietloff kapp",1952,"German"
"martin karl",1936,"German"
"joachim karsch",1932,"German"
"rudolf karsch",1936,"German"
"horst karsten",1964,"German"
"georg karth",1908,"German"
"franz kartz",1932,"German"
"gunther kaschlun",1956,"German"
"gnter kaslowski",1960,"German"
"richard rudolf katzer",1908,"German"
"klaus katzur",1964,"German"
"carl kaufmann",1960,"German"
"heinz werner alfred kaufmann",1936,"German"
"waltraud kaufmann phlitz",1964,"German"
"wilhelm kaufmann",1908,"German"
"elfriede kaun rahn",1936,"German"
"hans kaupmannsennecke",1964,"German"
"hermann keimel",1932,"German"
"heinrich keimig",1936,"German"
"ferdinand johannes hans keiter",1936,"German"
"carsten keller",1960,"German"
"erwin keller",1936,"German"
"hans keller",1956,"German"
"paul kellner",1912,"German"
"rosina rosa kellner schimpfauer",1928,"German"
"herbert erich kemmer",1928,"German"
"franz kemser",1952,"German"
"erwin kern",1912,"German"
"manfred kersch",1936,"German"
"ursula uschi keler keszler",1964,"German"
"emil ketterer",1912,"German"
"julius keyl",1900,"German"
"jakob kiefer",1952,"German"
"heinz kiehl",1964,"German"
"ulrich kienast",1956,"German"
"alfred kienzle",1936,"German"
"brigitte helene kiesler krst",1952,"German"
"inge kilian offermann",1956,"German"
"marika kilius zahn schfer",1956,"German"
"gertrud kille schlter",1952,"German"
"manfred kinder",1960,"German"
"eugen kipp",1912,"German"
"herbert kirchner",1960,"German"
"werner kirsch",1960,"German"
"holger kirschke",1964,"German"
"herbert kirschner",1956,"German"
"ilse kishauer gaste",1928,"German"
"karl kistner",1952,"German"
"wolfgang alexander kittel",1928,"German"
"hansjoachim klein",1960,"German"
"helga klein erny",1952,"German"
"herbert klein",1952,"German"
"robert klein",1956,"German"
"willibald willi klein",1952,"German"
"wolfgang klein",1964,"German"
"theodor theo kleine",1956,"German"
"werner kleine",1928,"German"
"josef sepp kleisl",1952,"German"
"walther klemm",1928,"German"
"manfred klieme",1960,"German"
"reiner klimke",1960,"German"
"fritz klimsch",1936,"German"
"paul klingenburg",1936,"German"
"alfred klingler",1936,"German"
"bernd klingner",1960,"German"
"martin klink",1964,"German"
"martin klb",1906,"German"
"karl klckner",1936,"German"
"birgit klomp osselmann",1956,"German"
"elmer kloos",1928,"German"
"helmut klpsch",1964,"German"
"karl klug",1952,"German"
"jrgen kluge",1964,"German"
"rudolf klupsch",1936,"German"
"hildegard hilde klusenwerth le viseur",1936,"German"
"manfred kluth",1960,"German"
"ursula knab schlicksupp",1952,"German"
"arthur knautz",1936,"German"
"manfred knickenberg",1964,"German"
"georg knpfle",1928,"German"
"lothar knrzer",1956,"German"
"bernard wilhelm knubel",1896,"German"
"bernhard knubel",1960,"German"
"klaus kobusch",1964,"German"
"erland koch",1912,"German"
"johannes hannes koch",1960,"German"
"karl ernst georg koch",1928,"German"
"martin koch",1912,"German"
"rudolf koch",1928,"German"
"harry kcher",1964,"German"
"erich kchermann",1928,"German"
"karl kgel",1936,"German"
"hans khler",1956,"German"
"kthe khler",1936,"German"
"siegfried khler",1956,"German"
"thomas khler",1964,"German"
"gisela khlerbirkemeyer",1956,"German"
"heinrich heinz kohlhaas",1932,"German"
"hans walther kohlhase",1932,"German"
"wilhelm willy kohlmey",1908,"German"
"otto kohn",1928,"German"
"peter kohnke",1960,"German"
"willi kolb",1956,"German"
"georg kolbe",1928,"German"
"walter konrad",1956,"German"
"richard konwiarz",1928,"German"
"klaus konzorr",1964,"German"
"hilde koop",1952,"German"
"ernst kpf sr",1964,"German"
"fritz kpke",1928,"German"
"rudolf erwin rudi kopp",1952,"German"
"erwin koppe",1960,"German"
"fritz kppen",1960,"German"
"rudolf rudi kppen",1964,"German"
"werner korff",1932,"German"
"dorothea dora kring",1912,"German"
"gerhard krner",1964,"German"
"kurt krner",1936,"German"
"martin krner",1960,"German"
"rudolf krner",1912,"German"
"helmut krnig",1928,"German"
"alfred kornprobst",1964,"German"
"carl krting",1908,"German"
"heinrich theodor heinz krvers",1936,"German"
"herbert georg koschel",1952,"German"
"erich koschik",1936,"German"
"heinrich arthur kser jr",1936,"German"
"reiner kossmann",1956,"German"
"klaus kste",1964,"German"
"josefa kster lehmenkhler krger",1952,"German"
"walter georg kstner",1960,"German"
"karl kther sr",1928,"German"
"erika kraft",1952,"German"
"karlheinz kramer",1960,"German"
"josef krmer",1906,"German"
"alois kratzer",1928,"German"
"august friedrich johann kraus",1928,"German"
"katharina anna kthe krau",1936,"German"
"paul krau",1936,"German"
"peter friedrich wilhelm kraus",1952,"German"
"adolf krause",1964,"German"
"dieter krause",1960,"German"
"dieter krause",1960,"German"
"hanshelmuth krause",1928,"German"
"ernst krebs",1936,"German"
"richard krebs",1928,"German"
"franz kreisel",1928,"German"
"wolfgang kremer",1964,"German"
"walter kremershof",1952,"German"
"erich krempel",1936,"German"
"friedrich fritz krempel",1952,"German"
"dorothea kre",1952,"German"
"karl kreutzberg",1936,"German"
"oskar kreuzer",1908,"German"
"max kricheldorf",1906,"German"
"dietrich dieter krickow",1960,"German"
"gnter krivec",1964,"German"
"max krckel",1928,"German"
"erwin kroggel",1952,"German"
"georg krogmann",1912,"German"
"alfred krohn",1928,"German"
"heinrich krug",1936,"German"
"eduard krger",1936,"German"
"eduard krger",1928,"German"
"judith jutta krger neumann",1952,"German"
"luise martha lies krger",1936,"German"
"walter krger",1960,"German"
"emil karl robert krnert",1906,"German"
"werner kubitzki",1936,"German"
"jobst kuch",1936,"German"
"otto albert august kuchenbecker",1936,"German"
"fritz khl",1960,"German"
"jrgen khl",1956,"German"
"alois kuhn",1936,"German"
"erich albrecht paul christian kuhn",1936,"German"
"ludwig kuhn",1952,"German"
"helmut kuhnert",1956,"German"
"veit khrt",1960,"German"
"wilhelm willi kuhweide",1964,"German"
"veronika vera kummerfeld",1960,"German"
"georg kunisch",1912,"German"
"ludwig kunstmann",1936,"German"
"ingrid knzel reinhardt",1956,"German"
"ursula kper stille",1960,"German"
"otto kpferling",1906,"German"
"gerda kupferschmied garke",1964,"German"
"anneliese kppers schaurte",1956,"German"
"ernst kppers",1928,"German"
"ernstjoachim kppers",1964,"German"
"harry kurschat",1956,"German"
"otto krschner",1928,"German"
"wilhelm jakob willi krten",1936,"German"
"erwin willi kurtz",1900,"German"
"adolf kurz",1912,"German"
"hans kuschke",1936,"German"
"rolf lacour",1964,"German"
"wilhelm ladewig",1928,"German"
"josef maximilian max laeuger",1928,"German"
